version,index,action,address,name,via,count,values,pcs
2.71,0x0D,read,0x0D1,RAM_0x0D1,direct,1,0x80,0x09CB
2.71,0x0D,read,0x0D2,RAM_0x0D2,direct,1,0x3E,0x09CD
2.71,0x0D,read,0x0D4,RAM_0x0D4,direct,1,0x0D,0x0776
2.71,0x0D,read,0x0D5,RAM_0x0D5,direct,2,0x64 0x80,0x077B 0x091F
2.71,0x0D,read,0x0D6,RAM_0x0D6,direct,21,0x00 0x01 0x02 0x05 0x0A 0x0D 0x14 0x20 0x28 0x40 0x50 0x64 0x80 0x90 0xA0,0x02AE 0x02B7 0x03BF 0x08CD
2.71,0x0D,read,0x0D7,RAM_0x0D7,direct,22,0x00 0x08 0x19 0x20 0x23 0x32 0x40 0x46 0x64 0x80 0x8C 0x90 0x91 0xBE 0xC8 0xD0,0x02B1 0x02B2 0x03BE 0x08D6 0x08DC
2.71,0x0D,read,0x0D8,RAM_0x0D8,direct,14,0x00 0x08 0x0D 0x64 0x80,0x0299 0x029A 0x029F 0x02A3 0x03C2
2.71,0x0D,read,0x0D9,RAM_0x0D9,direct,6,0x00 0x30 0x38 0x64,0x02A5 0x03C6
2.71,0x0D,read,0x0DA,RAM_0x0DA,direct,20,0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x64 0x6E 0x94 0x9E,0x03CC 0x03D4 0x03D7
2.71,0x0D,read,0x0DB,RAM_0x0DB,direct,2,0x30 0xBE,0x03E3
2.71,0x0D,read,0x10C,EEDATA,direct,2,0x30 0xBE,0x03DF
2.71,0x0D,read,0x18C,EECON1,direct,4,0x00,0x03DC 0x03DD
2.71,0x0D,write,0x003,STATUS,direct,68,0x00 0x04 0x18 0x1A 0x1B 0x1C 0x1F 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3F 0x58 0x78,0x0006 0x0017 0x0018 0x0038 0x0298 0x02A6 0x02AD 0x02B4 0x02B6 0x02B9 0x03BA 0x03CE 0x03D3 0x03D5 0x03D6 0x03D8 0x03D9 0x03DB 0x03DE 0x03E0 0x03E1 0x03E5 0x0775 0x0778 0x077A 0x077D 0x08CC 0x08D0 0x08D4 0x08E5 0x0914 0x0916 0x0919 0x0922 0x0925 0x092F 0x09CA 0x09CF 0x0DA6 0x0DAA 0x0DAD 0x0E45 0x0E48 0x0F19
2.71,0x0D,write,0x004,FSR,direct,6,0x8C 0xCE,0x001E 0x0024 0x002A
2.71,0x0D,write,0x00A,PCLATH,direct,19,0x00 0x08,0x000A 0x0036 0x0042 0x0043 0x019B 0x019C 0x08CF 0x08D2 0x0921 0x0924 0x092E 0x0931 0x0F18
2.71,0x0D,write,0x00C,PIR1,direct,2,0x59,0x019A
2.71,0x0D,write,0x019,TXREG,direct,6,0x0A 0x30 0x38 0x54 0x64,0x02AB 0x0774 0x0782
2.71,0x0D,write,0x020,RAM_0x020,direct,2,0x00 0x08,0x0009
2.71,0x0D,write,0x021,RAM_0x021,direct,2,0x93 0xD3,0x0007
2.71,0x0D,write,0x022,RAM_0x022,direct,2,0xCE,0x000C
2.71,0x0D,write,0x023,RAM_0x023,direct,2,0x00,0x000E
2.71,0x0D,write,0x024,RAM_0x024,direct,2,0x23 0x80,0x0010
2.71,0x0D,write,0x025,RAM_0x025,direct,2,0x01 0x3E,0x0012
2.71,0x0D,write,0x026,RAM_0x026,direct,2,0x00,0x0014
2.71,0x0D,write,0x027,RAM_0x027,direct,2,0x00,0x0016
2.71,0x0D,write,0x031,RAM_0x031,direct,2,0xD0 0xD1,0x018B
2.71,0x0D,write,0x038,RAM_0x038,direct,2,0x00,0x0195
2.71,0x0D,write,0x077,RAM_0x077,direct,21,0x00 0x01 0x03 0x07 0x0F 0x19 0x1F 0x32 0x3E 0x64 0x7D,0x002C 0x03BC 0x03C3 0x03C9
2.71,0x0D,write,0x078,RAM_0x078,direct,22,0x00 0x01 0x02 0x04 0x09 0x12 0x19 0x23 0x24 0x30 0x32 0x46 0x48 0x64 0x80 0x8C 0x91 0xBE,0x002E 0x03CB 0x03E4 0x08DD 0x09CC
2.71,0x0D,write,0x079,RAM_0x079,direct,19,0x00 0x01 0x02 0x04 0x09 0x12 0x3E 0x40 0x7D 0x80 0xA0 0xD0 0xE8 0xF4 0xFA,0x0030 0x03CA 0x09CE
2.71,0x0D,write,0x07A,RAM_0x07A,direct,21,0x00,0x0032 0x03BD 0x03C7 0x03C8
2.71,0x0D,write,0x07B,RAM_0x07B,direct,2,0x00,0x0034
2.71,0x0D,write,0x07F,RAM_0x07F,direct,4,0x01 0x0D 0x10 0xD0,0x0004 0x0039
2.71,0x0D,write,0x0A0,RAM_0x0A0,direct,1,0x0D,0x0DAE
2.71,0x0D,write,0x0C8,RAM_0x0C8,direct,1,0x80,0x0E49
2.71,0x0D,write,0x0CA,RAM_0x0CA,direct,1,0x0D,0x0DA8
2.71,0x0D,write,0x0CB,RAM_0x0CB,direct,2,0x7A 0x7B,0x0DA9 0x0E4A
2.71,0x0D,write,0x0D1,RAM_0x0D1,direct,1,0x80,0x092B
2.71,0x0D,write,0x0D2,RAM_0x0D2,direct,1,0x3E,0x0929
2.71,0x0D,write,0x0D3,RAM_0x0D3,direct,1,0x00,0x0927
2.71,0x0D,write,0x0D4,RAM_0x0D4,direct,2,0x00 0x0D,0x0926 0x0F15
2.71,0x0D,write,0x0D5,RAM_0x0D5,direct,2,0x64 0x80,0x091A 0x0F17
2.71,0x0D,write,0x0D6,RAM_0x0D6,direct,20,0x00 0x01 0x02 0x05 0x0A 0x0D 0x14 0x20 0x28 0x40 0x50 0x64 0x80 0x90 0xA0 0xC8,0x03BF 0x0777 0x077C 0x0915 0x091D
2.71,0x0D,write,0x0D7,RAM_0x0D7,direct,23,0x00 0x08 0x19 0x20 0x23 0x32 0x40 0x46 0x48 0x64 0x80 0x8C 0x90 0x91 0xBE 0xC8 0xD0,0x02AF 0x02B1 0x03BE 0x08D5 0x08DB 0x091B
2.71,0x0D,write,0x0D8,RAM_0x0D8,direct,9,0x00 0x08 0x0D 0x64 0x80,0x0299 0x02B3 0x02B8 0x0920
2.71,0x0D,write,0x0D9,RAM_0x0D9,direct,5,0x00 0x30 0x38 0x64,0x02A0 0x02A4 0x091E
2.71,0x0D,write,0x0DA,RAM_0x0DA,direct,21,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x64 0x6E 0x94 0x9E,0x03BB 0x03CC 0x03D4 0x08CE 0x092D
2.71,0x0D,write,0x0DB,RAM_0x0DB,direct,2,0x30 0xBE,0x03E2
2.71,0x0D,write,0x10D,EEADR,direct,2,0x94 0x9E,0x03DA
2.71,0x0D,write,0x18C,EECON1,direct,4,0x00 0x01,0x03DC 0x03DD
2.71,0x0E,read,0x003,STATUS,direct,65,0x04 0x18 0x1A 0x1B 0x1E 0x1F 0x38 0x39 0x3A 0x3B 0x3E 0x3F,0x0005 0x0017 0x0018 0x0196 0x0298 0x029C 0x02A6 0x02AD 0x02B4 0x02B6 0x02B9 0x0775 0x0778 0x077A 0x077D 0x0DA6 0x0DAA 0x0DAD 0x0DAF 0x0DC1 0x0DD1 0x0DDA 0x0DEA 0x0DF6 0x0E02 0x0E0B 0x0E17 0x0E20 0x0E29 0x0E32 0x0E43 0x0E4D 0x0E4F 0x0E51 0x0E56 0x0E62 0x0E6A 0x0E72 0x0E78 0x0E80 0x0E88 0x0E90 0x0E98 0x0EA0 0x0EA9 0x0EB3 0x0EBA 0x0EC1 0x0ECA 0x0ED3 0x0F02 0x0F19
2.71,0x0E,read,0x004,FSR,direct,1,0xCE,0x000B
2.71,0x0E,read,0x00A,PCLATH,direct,6,0x00 0x08,0x0008 0x0042 0x0043 0x019B 0x019C 0x0F18
2.71,0x0E,read,0x00B,INTCON,direct,2,0x54,0x0019 0x001B
2.71,0x0E,read,0x00C,PIR1,direct,9,0x59 0x5B,0x0021 0x0027 0x019A 0x02A7 0x0772 0x0780
2.71,0x0E,read,0x020,RAM_0x020,direct,1,0x00,0x0035
2.71,0x0E,read,0x021,RAM_0x021,direct,1,0x81,0x0037
2.71,0x0E,read,0x022,RAM_0x022,direct,1,0xCE,0x0029
2.71,0x0E,read,0x023,RAM_0x023,direct,1,0x00,0x002B
2.71,0x0E,read,0x024,RAM_0x024,direct,1,0x77,0x002D
2.71,0x0E,read,0x025,RAM_0x025,direct,1,0x24,0x002F
2.71,0x0E,read,0x026,RAM_0x026,direct,1,0x00,0x0031
2.71,0x0E,read,0x027,RAM_0x027,direct,1,0x00,0x0033
2.71,0x0E,read,0x031,RAM_0x031,direct,1,0xCF,0x018B
2.71,0x0E,read,0x038,RAM_0x038,direct,1,0x00,0x0195
2.71,0x0E,read,0x045,RAM_0x045,direct,1,0x05,0x0E50
2.71,0x0E,read,0x04C,RAM_0x04C,direct,1,0x00,0x018F
2.71,0x0E,read,0x051,RAM_0x051,direct,1,0x00,0x0DAB
2.71,0x0E,read,0x077,RAM_0x077,direct,1,0x00,0x000D
2.71,0x0E,read,0x078,RAM_0x078,direct,1,0x77,0x000F
2.71,0x0E,read,0x079,RAM_0x079,direct,1,0x24,0x0011
2.71,0x0E,read,0x07A,RAM_0x07A,direct,1,0x00,0x0013
2.71,0x0E,read,0x07B,RAM_0x07B,direct,1,0x00,0x0015
2.71,0x0E,read,0x07F,RAM_0x07F,direct,2,0x00,0x0039 0x003A
2.71,0x0E,read,0x08C,PIE1,indirect,2,0x22,0x001F 0x0025
2.71,0x0E,read,0x0A0,RAM_0x0A0,direct,34,0x0E,0x0DA7 0x0DAE 0x0DB6 0x0DBF 0x0DCF 0x0DD8 0x0DE8 0x0DF4 0x0E00 0x0E09 0x0E15 0x0E1E 0x0E27 0x0E30 0x0E41 0x0E4B 0x0E54 0x0E60 0x0E68 0x0E70 0x0E76 0x0E7E 0x0E86 0x0E8E 0x0E96 0x0E9E 0x0EA7 0x0EB1 0x0EB8 0x0EBF 0x0EC8 0x0ED1 0x0F00 0x0F14
2.71,0x0E,read,0x0C8,RAM_0x0C8,direct,1,0x05,0x0F16
2.71,0x0E,read,0x0CB,RAM_0x0CB,direct,3,0x7A 0x7B,0x0DA9 0x0E53 0x0F09
2.71,0x0E,read,0x0D4,RAM_0x0D4,direct,1,0x0E,0x0776
2.71,0x0E,read,0x0D5,RAM_0x0D5,direct,1,0x05,0x077B
2.71,0x0E,read,0x0D6,RAM_0x0D6,direct,4,0x05 0x0E,0x02AE 0x02B7
2.71,0x0E,read,0x0D7,RAM_0x0D7,direct,4,0x00 0x50 0xE0,0x02B1 0x02B2
2.71,0x0E,read,0x0D8,RAM_0x0D8,direct,12,0x00 0x05 0x0E,0x0299 0x029A 0x029F 0x02A3
2.71,0x0E,read,0x0D9,RAM_0x0D9,direct,4,0x30 0x35 0x65,0x02A5
2.71,0x0E,write,0x003,STATUS,direct,30,0x00 0x04 0x18 0x1A 0x1B 0x1E 0x1F 0x38 0x3A 0x3B 0x3E 0x3F,0x0006 0x0017 0x0018 0x0038 0x0298 0x02A6 0x02AD 0x02B4 0x02B6 0x02B9 0x0775 0x0778 0x077A 0x077D 0x0DA6 0x0DAA 0x0DAD 0x0E4F 0x0E51 0x0F19
2.71,0x0E,write,0x004,FSR,direct,3,0x8C 0xCE,0x001E 0x0024 0x002A
2.71,0x0E,write,0x00A,PCLATH,direct,7,0x00,0x000A 0x0036 0x0042 0x0043 0x019B 0x019C 0x0F18
2.71,0x0E,write,0x00C,PIR1,direct,1,0x59,0x019A
2.71,0x0E,write,0x019,TXREG,direct,6,0x0A 0x30 0x35 0x54 0x65,0x02AB 0x0774 0x0782
2.71,0x0E,write,0x020,RAM_0x020,direct,1,0x00,0x0009
2.71,0x0E,write,0x021,RAM_0x021,direct,1,0x81,0x0007
2.71,0x0E,write,0x022,RAM_0x022,direct,1,0xCE,0x000C
2.71,0x0E,write,0x023,RAM_0x023,direct,1,0x00,0x000E
2.71,0x0E,write,0x024,RAM_0x024,direct,1,0x77,0x0010
2.71,0x0E,write,0x025,RAM_0x025,direct,1,0x24,0x0012
2.71,0x0E,write,0x026,RAM_0x026,direct,1,0x00,0x0014
2.71,0x0E,write,0x027,RAM_0x027,direct,1,0x00,0x0016
2.71,0x0E,write,0x031,RAM_0x031,direct,1,0xD0,0x018B
2.71,0x0E,write,0x038,RAM_0x038,direct,1,0x00,0x0195
2.71,0x0E,write,0x077,RAM_0x077,direct,1,0x00,0x002C
2.71,0x0E,write,0x078,RAM_0x078,direct,1,0x77,0x002E
2.71,0x0E,write,0x079,RAM_0x079,direct,1,0x24,0x0030
2.71,0x0E,write,0x07A,RAM_0x07A,direct,1,0x00,0x0032
2.71,0x0E,write,0x07B,RAM_0x07B,direct,1,0x00,0x0034
2.71,0x0E,write,0x07F,RAM_0x07F,direct,2,0x00,0x0004 0x0039
2.71,0x0E,write,0x0A0,RAM_0x0A0,direct,1,0x0E,0x0DAE
2.71,0x0E,write,0x0C8,RAM_0x0C8,direct,1,0x05,0x0E52
2.71,0x0E,write,0x0CA,RAM_0x0CA,direct,1,0x0E,0x0DA8
2.71,0x0E,write,0x0CB,RAM_0x0CB,direct,2,0x7A 0x7B,0x0DA9 0x0E53
2.71,0x0E,write,0x0D4,RAM_0x0D4,direct,1,0x0E,0x0F15
2.71,0x0E,write,0x0D5,RAM_0x0D5,direct,1,0x05,0x0F17
2.71,0x0E,write,0x0D6,RAM_0x0D6,direct,2,0x05 0x0E,0x0777 0x077C
2.71,0x0E,write,0x0D7,RAM_0x0D7,direct,4,0x00 0x50 0xE0,0x02AF 0x02B1
2.71,0x0E,write,0x0D8,RAM_0x0D8,direct,8,0x00 0x05 0x0E,0x0299 0x02B3 0x02B8
2.71,0x0E,write,0x0D9,RAM_0x0D9,direct,4,0x30 0x35 0x65,0x02A0 0x02A4
2.71,0x0F,read,0x003,STATUS,direct,97,0x04 0x18 0x1A 0x1B 0x1C 0x1E 0x1F 0x38 0x39 0x3A 0x3B 0x3C 0x3E 0x3F,0x0005 0x0017 0x0018 0x0196 0x0298 0x029C 0x02A6 0x02AD 0x02B4 0x02B6 0x02B9 0x02C6 0x02C9 0x02CB 0x02CE 0x0775 0x0778 0x077A 0x077D 0x0DA6 0x0DAA 0x0DAD 0x0DAF 0x0DC1 0x0DD1 0x0DDA 0x0DEA 0x0DF6 0x0E02 0x0E0B 0x0E17 0x0E20 0x0E29 0x0E32 0x0E43 0x0E4D 0x0E56 0x0E58 0x0E5A 0x0E5C 0x0E5E 0x0E62 0x0E6A 0x0E72 0x0E78 0x0E80 0x0E88 0x0E90 0x0E98 0x0EA0 0x0EA9 0x0EB3 0x0EBA 0x0EC1 0x0ECA 0x0ED3 0x0F02 0x0F10 0x0F13 0x0F19
2.71,0x0F,read,0x004,FSR,direct,2,0xCE,0x000B
2.71,0x0F,read,0x00A,PCLATH,direct,13,0x00 0x08,0x0008 0x0042 0x0043 0x019B 0x019C 0x0F0F 0x0F12 0x0F18
2.71,0x0F,read,0x00B,INTCON,direct,4,0x54,0x0019 0x001B
2.71,0x0F,read,0x00C,PIR1,direct,19,0x59 0x5B,0x0021 0x0027 0x019A 0x02A7 0x02BF 0x02C3 0x02D1 0x0772 0x0780
2.71,0x0F,read,0x020,RAM_0x020,direct,2,0x00,0x0035
2.71,0x0F,read,0x021,RAM_0x021,direct,2,0x83 0xB3,0x0037
2.71,0x0F,read,0x022,RAM_0x022,direct,2,0xCE,0x0029
2.71,0x0F,read,0x023,RAM_0x023,direct,2,0x00,0x002B
2.71,0x0F,read,0x024,RAM_0x024,direct,2,0x77,0x002D
2.71,0x0F,read,0x025,RAM_0x025,direct,2,0x24,0x002F
2.71,0x0F,read,0x026,RAM_0x026,direct,2,0x00,0x0031
2.71,0x0F,read,0x027,RAM_0x027,direct,2,0x00,0x0033
2.71,0x0F,read,0x031,RAM_0x031,direct,2,0xCF 0xD0,0x018B
2.71,0x0F,read,0x038,RAM_0x038,direct,2,0x00,0x0195
2.71,0x0F,read,0x044,RAM_0x044,direct,1,0x14,0x0E59
2.71,0x0F,read,0x04C,RAM_0x04C,direct,2,0x00,0x018F
2.71,0x0F,read,0x051,RAM_0x051,direct,2,0x00,0x02BC 0x0DAB
2.71,0x0F,read,0x060,RAM_0x060,direct,1,0x00,0x0E5D
2.71,0x0F,read,0x077,RAM_0x077,direct,2,0x00,0x000D
2.71,0x0F,read,0x078,RAM_0x078,direct,2,0x77,0x000F
2.71,0x0F,read,0x079,RAM_0x079,direct,2,0x24,0x0011
2.71,0x0F,read,0x07A,RAM_0x07A,direct,2,0x00,0x0013
2.71,0x0F,read,0x07B,RAM_0x07B,direct,2,0x00,0x0015
2.71,0x0F,read,0x07F,RAM_0x07F,direct,4,0x03 0x30,0x0039 0x003A
2.71,0x0F,read,0x08C,PIE1,indirect,4,0x22,0x001F 0x0025
2.71,0x0F,read,0x0A0,RAM_0x0A0,direct,34,0x0F,0x0DA7 0x0DAE 0x0DB6 0x0DBF 0x0DCF 0x0DD8 0x0DE8 0x0DF4 0x0E00 0x0E09 0x0E15 0x0E1E 0x0E27 0x0E30 0x0E41 0x0E4B 0x0E54 0x0E60 0x0E68 0x0E70 0x0E76 0x0E7E 0x0E86 0x0E8E 0x0E96 0x0E9E 0x0EA7 0x0EB1 0x0EB8 0x0EBF 0x0EC8 0x0ED1 0x0F00 0x0F14
2.71,0x0F,read,0x0C8,RAM_0x0C8,direct,1,0x14,0x0F16
2.71,0x0F,read,0x0C9,RAM_0x0C9,direct,1,0x00,0x0F0D
2.71,0x0F,read,0x0CA,RAM_0x0CA,direct,1,0x0F,0x0F0B
2.71,0x0F,read,0x0CB,RAM_0x0CB,direct,2,0x7A,0x0DA9 0x0F09
2.71,0x0F,read,0x0D3,RAM_0x0D3,direct,1,0x0F,0x02C7
2.71,0x0F,read,0x0D4,RAM_0x0D4,direct,2,0x00 0x0F,0x02CC 0x0776
2.71,0x0F,read,0x0D5,RAM_0x0D5,direct,1,0x14,0x077B
2.71,0x0F,read,0x0D6,RAM_0x0D6,direct,8,0x00 0x0F 0x14,0x02AE 0x02B7
2.71,0x0F,read,0x0D7,RAM_0x0D7,direct,8,0x00 0x01 0x41 0xF0,0x02B1 0x02B2
2.71,0x0F,read,0x0D8,RAM_0x0D8,direct,24,0x00 0x01 0x04 0x0F 0x14,0x0299 0x029A 0x029F 0x02A3
2.71,0x0F,read,0x0D9,RAM_0x0D9,direct,8,0x30 0x31 0x34 0x66,0x02A5
2.71,0x0F,write,0x003,STATUS,direct,58,0x00 0x04 0x18 0x1A 0x1B 0x1C 0x1E 0x1F 0x38 0x3A 0x3B 0x3C 0x3E 0x3F,0x0006 0x0017 0x0018 0x0038 0x0298 0x02A6 0x02AD 0x02B4 0x02B6 0x02B9 0x02C6 0x02C9 0x02CB 0x02CE 0x0775 0x0778 0x077A 0x077D 0x0DA6 0x0DAA 0x0DAD 0x0E58 0x0E5A 0x0E5C 0x0E5E 0x0F10 0x0F13 0x0F19
2.71,0x0F,write,0x004,FSR,direct,6,0x8C 0xCE,0x001E 0x0024 0x002A
2.71,0x0F,write,0x00A,PCLATH,direct,15,0x00 0x08,0x000A 0x0036 0x0042 0x0043 0x019B 0x019C 0x0F0F 0x0F12 0x0F18
2.71,0x0F,write,0x00C,PIR1,direct,2,0x59,0x019A
2.71,0x0F,write,0x019,TXREG,direct,13,0x0A 0x30 0x31 0x34 0x44 0x54 0x57 0x66,0x02AB 0x02C1 0x02C5 0x02D3 0x0774 0x0782
2.71,0x0F,write,0x020,RAM_0x020,direct,2,0x00,0x0009
2.71,0x0F,write,0x021,RAM_0x021,direct,2,0x83 0xB3,0x0007
2.71,0x0F,write,0x022,RAM_0x022,direct,2,0xCE,0x000C
2.71,0x0F,write,0x023,RAM_0x023,direct,2,0x00,0x000E
2.71,0x0F,write,0x024,RAM_0x024,direct,2,0x77,0x0010
2.71,0x0F,write,0x025,RAM_0x025,direct,2,0x24,0x0012
2.71,0x0F,write,0x026,RAM_0x026,direct,2,0x00,0x0014
2.71,0x0F,write,0x027,RAM_0x027,direct,2,0x00,0x0016
2.71,0x0F,write,0x031,RAM_0x031,direct,2,0xD0 0xD1,0x018B
2.71,0x0F,write,0x038,RAM_0x038,direct,2,0x00,0x0195
2.71,0x0F,write,0x077,RAM_0x077,direct,2,0x00,0x002C
2.71,0x0F,write,0x078,RAM_0x078,direct,2,0x77,0x002E
2.71,0x0F,write,0x079,RAM_0x079,direct,2,0x24,0x0030
2.71,0x0F,write,0x07A,RAM_0x07A,direct,2,0x00,0x0032
2.71,0x0F,write,0x07B,RAM_0x07B,direct,2,0x00,0x0034
2.71,0x0F,write,0x07F,RAM_0x07F,direct,4,0x03 0x30,0x0004 0x0039
2.71,0x0F,write,0x0A0,RAM_0x0A0,direct,1,0x0F,0x0DAE
2.71,0x0F,write,0x0C8,RAM_0x0C8,direct,1,0x14,0x0E5B
2.71,0x0F,write,0x0C9,RAM_0x0C9,direct,1,0x00,0x0E5F
2.71,0x0F,write,0x0CA,RAM_0x0CA,direct,1,0x0F,0x0DA8
2.71,0x0F,write,0x0CB,RAM_0x0CB,direct,1,0x7A,0x0DA9
2.71,0x0F,write,0x0D3,RAM_0x0D3,direct,1,0x0F,0x0F0C
2.71,0x0F,write,0x0D4,RAM_0x0D4,direct,2,0x00 0x0F,0x0F0E 0x0F15
2.71,0x0F,write,0x0D5,RAM_0x0D5,direct,1,0x14,0x0F17
2.71,0x0F,write,0x0D6,RAM_0x0D6,direct,4,0x00 0x0F 0x14,0x02C8 0x02CD 0x0777 0x077C
2.71,0x0F,write,0x0D7,RAM_0x0D7,direct,8,0x00 0x01 0x41 0xF0,0x02AF 0x02B1
2.71,0x0F,write,0x0D8,RAM_0x0D8,direct,16,0x00 0x01 0x04 0x0F 0x14,0x0299 0x02B3 0x02B8
2.71,0x0F,write,0x0D9,RAM_0x0D9,direct,8,0x30 0x31 0x34 0x66,0x02A0 0x02A4
2.71,0x10,read,0x003,STATUS,direct,66,0x04 0x18 0x1A 0x1B 0x38 0x3A 0x3B,0x0005 0x0017 0x0018 0x0196 0x0298 0x029C 0x02A6 0x02AD 0x02B4 0x02B6 0x02B9 0x0775 0x0778 0x077A 0x077D 0x0DA6 0x0DAA 0x0DAD 0x0DAF 0x0DC1 0x0DD1 0x0DDA 0x0DEA 0x0DF6 0x0E02 0x0E0B 0x0E17 0x0E20 0x0E29 0x0E32 0x0E43 0x0E4D 0x0E56 0x0E62 0x0E64 0x0E66 0x0E6A 0x0E72 0x0E78 0x0E80 0x0E88 0x0E90 0x0E98 0x0EA0 0x0EA9 0x0EB3 0x0EBA 0x0EC1 0x0ECA 0x0ED3 0x0F02 0x0F06 0x0F19
2.71,0x10,read,0x004,FSR,direct,1,0xCE,0x000B
2.71,0x10,read,0x00A,PCLATH,direct,6,0x00 0x08,0x0008 0x0042 0x0043 0x019B 0x019C 0x0F18
2.71,0x10,read,0x00B,INTCON,direct,2,0x54,0x0019 0x001B
2.71,0x10,read,0x00C,PIR1,direct,9,0x59 0x5B,0x0021 0x0027 0x019A 0x02A7 0x0772 0x0780
2.71,0x10,read,0x020,RAM_0x020,direct,1,0x00,0x0035
2.71,0x10,read,0x021,RAM_0x021,direct,1,0x81,0x0037
2.71,0x10,read,0x022,RAM_0x022,direct,1,0xCE,0x0029
2.71,0x10,read,0x023,RAM_0x023,direct,1,0x00,0x002B
2.71,0x10,read,0x024,RAM_0x024,direct,1,0x77,0x002D
2.71,0x10,read,0x025,RAM_0x025,direct,1,0x24,0x002F
2.71,0x10,read,0x026,RAM_0x026,direct,1,0x00,0x0031
2.71,0x10,read,0x027,RAM_0x027,direct,1,0x00,0x0033
2.71,0x10,read,0x031,RAM_0x031,direct,1,0xCF,0x018B
2.71,0x10,read,0x038,RAM_0x038,direct,1,0x00,0x0195
2.71,0x10,read,0x03E,RAM_0x03E,direct,1,0x1F,0x0E65
2.71,0x10,read,0x04C,RAM_0x04C,direct,1,0x00,0x018F
2.71,0x10,read,0x051,RAM_0x051,direct,1,0x00,0x0DAB
2.71,0x10,read,0x077,RAM_0x077,direct,1,0x00,0x000D
2.71,0x10,read,0x078,RAM_0x078,direct,1,0x77,0x000F
2.71,0x10,read,0x079,RAM_0x079,direct,1,0x24,0x0011
2.71,0x10,read,0x07A,RAM_0x07A,direct,1,0x00,0x0013
2.71,0x10,read,0x07B,RAM_0x07B,direct,1,0x00,0x0015
2.71,0x10,read,0x07F,RAM_0x07F,direct,2,0x13 0x31,0x0039 0x003A
2.71,0x10,read,0x08C,PIE1,indirect,2,0x22,0x001F 0x0025
2.71,0x10,read,0x0A0,RAM_0x0A0,direct,35,0x10,0x0DA7 0x0DAE 0x0DB6 0x0DBF 0x0DCF 0x0DD8 0x0DE8 0x0DF4 0x0E00 0x0E09 0x0E15 0x0E1E 0x0E27 0x0E30 0x0E41 0x0E4B 0x0E54 0x0E60 0x0E68 0x0E70 0x0E76 0x0E7E 0x0E86 0x0E8E 0x0E96 0x0E9E 0x0EA7 0x0EB1 0x0EB8 0x0EBF 0x0EC8 0x0ED1 0x0F00 0x0F04 0x0F14
2.71,0x10,read,0x0C8,RAM_0x0C8,direct,1,0x1F,0x0F16
2.71,0x10,read,0x0CB,RAM_0x0CB,direct,3,0x7A 0x7B,0x0DA9 0x0F08 0x0F09
2.71,0x10,read,0x0D4,RAM_0x0D4,direct,1,0x10,0x0776
2.71,0x10,read,0x0D5,RAM_0x0D5,direct,1,0x1F,0x077B
2.71,0x10,read,0x0D6,RAM_0x0D6,direct,4,0x10 0x1F,0x02AE 0x02B7
2.71,0x10,read,0x0D7,RAM_0x0D7,direct,4,0x01 0xF1,0x02B1 0x02B2
2.71,0x10,read,0x0D8,RAM_0x0D8,direct,12,0x00 0x01 0x0F 0x10 0x1F,0x0299 0x029A 0x029F 0x02A3
2.71,0x10,read,0x0D9,RAM_0x0D9,direct,4,0x30 0x31 0x66,0x02A5
2.71,0x10,write,0x003,STATUS,direct,30,0x00 0x04 0x18 0x1A 0x1B 0x38 0x3A 0x3B,0x0006 0x0017 0x0018 0x0038 0x0298 0x02A6 0x02AD 0x02B4 0x02B6 0x02B9 0x0775 0x0778 0x077A 0x077D 0x0DA6 0x0DAA 0x0DAD 0x0E64 0x0E66 0x0F19
2.71,0x10,write,0x004,FSR,direct,3,0x8C 0xCE,0x001E 0x0024 0x002A
2.71,0x10,write,0x00A,PCLATH,direct,7,0x00,0x000A 0x0036 0x0042 0x0043 0x019B 0x019C 0x0F18
2.71,0x10,write,0x00C,PIR1,direct,1,0x59,0x019A
2.71,0x10,write,0x019,TXREG,direct,6,0x0A 0x30 0x31 0x54 0x66,0x02AB 0x0774 0x0782
2.71,0x10,write,0x020,RAM_0x020,direct,1,0x00,0x0009
2.71,0x10,write,0x021,RAM_0x021,direct,1,0x81,0x0007
2.71,0x10,write,0x022,RAM_0x022,direct,1,0xCE,0x000C
2.71,0x10,write,0x023,RAM_0x023,direct,1,0x00,0x000E
2.71,0x10,write,0x024,RAM_0x024,direct,1,0x77,0x0010
2.71,0x10,write,0x025,RAM_0x025,direct,1,0x24,0x0012
2.71,0x10,write,0x026,RAM_0x026,direct,1,0x00,0x0014
2.71,0x10,write,0x027,RAM_0x027,direct,1,0x00,0x0016
2.71,0x10,write,0x031,RAM_0x031,direct,1,0xD0,0x018B
2.71,0x10,write,0x038,RAM_0x038,direct,1,0x00,0x0195
2.71,0x10,write,0x077,RAM_0x077,direct,1,0x00,0x002C
2.71,0x10,write,0x078,RAM_0x078,direct,1,0x77,0x002E
2.71,0x10,write,0x079,RAM_0x079,direct,1,0x24,0x0030
2.71,0x10,write,0x07A,RAM_0x07A,direct,1,0x00,0x0032
