comparison,source_old,source_new,name,occurrence,status,old_va,new_va,old_size,new_size,old_normalized_sha256,new_normalized_sha256
5.5.00_to_5.5.01,Bixby110chkdlg.cpp,Bixby110chkdlg.cpp,bixby110checkout::AnalyzeInteractiveResult(int),0,same_normalized,0x00403340,0x00403340,1296,1296,b9b830082cedc62f631d0325c4860a35b4d0782138029ddd22ce33631e41f50d,b9b830082cedc62f631d0325c4860a35b4d0782138029ddd22ce33631e41f50d
5.5.00_to_5.5.01,Bixby110chkdlg.cpp,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110Checkout(HINSTANCE__*, int, unsigned char)",0,same_normalized,0x00406460,0x00406460,5392,5392,b3929322091f024c13a7593facec58c11ba4b5a89f4626f96c02024a09c8d3ae,b3929322091f024c13a7593facec58c11ba4b5a89f4626f96c02024a09c8d3ae
5.5.00_to_5.5.01,Bixby110chkdlg.cpp,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutAutomaticTests(int, int, int, int)",0,same_normalized,0x00405FA0,0x00405FA0,416,416,9e34d91090bc3dc902ff8230c416f4639015a302d1472c1482c64e9aaf8b24b0,9e34d91090bc3dc902ff8230c416f4639015a302d1472c1482c64e9aaf8b24b0
5.5.00_to_5.5.01,Bixby110chkdlg.cpp,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutIndividualizationData(int, int, int, int)",0,same_normalized,0x00406140,0x00406140,800,800,e37588da66ec51010a81c92c82a6c8fdbbb86a37aa9e4f85c7c7c76434d1c398,e37588da66ec51010a81c92c82a6c8fdbbb86a37aa9e4f85c7c7c76434d1c398
5.5.00_to_5.5.01,Bixby110chkdlg.cpp,Bixby110chkdlg.cpp,"bixby110checkout::Bixby110SetupCheckoutInteractiveTests(int, int, int, int)",0,same_normalized,0x00405D00,0x00405D00,672,672,b25d5c3b38a38280f22ee39aaf29b15f3acd6b731a73b2966b04c7e4bb25214e,b25d5c3b38a38280f22ee39aaf29b15f3acd6b731a73b2966b04c7e4bb25214e
5.5.00_to_5.5.01,Bixby110chkdlg.cpp,Bixby110chkdlg.cpp,bixby110checkout::Bixby110UpdateData(),0,same_normalized,0x00405880,0x00405880,1152,1152,0dd820d2164f710df607dd53dacacbf96b5d163b8acd4b475063e99d034a70ab,0dd820d2164f710df607dd53dacacbf96b5d163b8acd4b475063e99d034a70ab
5.5.00_to_5.5.01,Bixby110chkdlg.cpp,Bixby110chkdlg.cpp,bixby110checkout::ChkStop(),0,same_normalized,0x00403040,0x00403040,48,48,a2c31f10d4bbe7cbce7a6630b6347e861cddb55d425576014452eb0b104125b1,a2c31f10d4bbe7cbce7a6630b6347e861cddb55d425576014452eb0b104125b1
5.5.00_to_5.5.01,Bixby110chkdlg.cpp,Bixby110chkdlg.cpp,bixby110checkout::GenerateReport(),0,same_normalized,0x004044C0,0x004044C0,5056,5056,ea2d0e95c139e0f79712b916d1ec9ef10090c97598adb02812d43dc6a29c2c46,ea2d0e95c139e0f79712b916d1ec9ef10090c97598adb02812d43dc6a29c2c46
5.5.00_to_5.5.01,Bixby110chkdlg.cpp,Bixby110chkdlg.cpp,"bixby110checkout::IterativeRead(unsigned int, unsigned char, unsigned char)",0,same_normalized,0x00403950,0x00403950,224,224,9a04ef8815ad970a48d4c0c8f04180f99f49754045de634bbe43501e32f16b90,9a04ef8815ad970a48d4c0c8f04180f99f49754045de634bbe43501e32f16b90
5.5.00_to_5.5.01,Bixby110chkdlg.cpp,Bixby110chkdlg.cpp,"bixby110checkout::IterativeScan(unsigned int, unsigned char, unsigned int)",0,same_normalized,0x00403A30,0x00403A30,288,288,3fbab9f997a1975c124beaf4db3f7b5ad894448c522dba444df421622f23c54d,3fbab9f997a1975c124beaf4db3f7b5ad894448c522dba444df421622f23c54d
5.5.00_to_5.5.01,Bixby110chkdlg.cpp,Bixby110chkdlg.cpp,bixby110checkout::ReadAutomaticResult(int),0,same_normalized,0x00403D60,0x00403D60,1824,1824,1ccf5404c2d8cb56efd1fdbdb23daecc0675060f6c10a636dd5d586735f40e89,1ccf5404c2d8cb56efd1fdbdb23daecc0675060f6c10a636dd5d586735f40e89
5.5.00_to_5.5.01,Bixby110chkdlg.cpp,Bixby110chkdlg.cpp,bixby110checkout::ReadInteractiveResult(int),0,same_normalized,0x00403270,0x00403270,208,208,d1e035da65bc17b6a6a2fd6bf6232c47ee0efbf429ccc4132914866d6b32a980,d1e035da65bc17b6a6a2fd6bf6232c47ee0efbf429ccc4132914866d6b32a980
5.5.00_to_5.5.01,Bixby110chkdlg.cpp,Bixby110chkdlg.cpp,bixby110checkout::SendAutomaticAction(int),0,same_normalized,0x00403850,0x00403850,256,256,837efe3c5085efc4bfd7b504539c1bdf65db03e2df0172047a868f492a21dd20,837efe3c5085efc4bfd7b504539c1bdf65db03e2df0172047a868f492a21dd20
5.5.00_to_5.5.01,Bixby110chkdlg.cpp,Bixby110chkdlg.cpp,bixby110checkout::SendInteractiveAction(int),0,same_normalized,0x00403070,0x00403070,512,512,825eb6f8b5231107baf76402c3e014ba722061014029fdcf37a1900d289ed824,825eb6f8b5231107baf76402c3e014ba722061014029fdcf37a1900d289ed824
5.5.00_to_5.5.01,Bixby110chkdlg.cpp,Bixby110chkdlg.cpp,bixby110checkout::bixby110checkout(),0,same_normalized,0x00401A60,0x00401A60,1552,1552,824e3fe991c53cb348d82f7dedc564908deb7bed5b7ee3e73f4391327c6ea32e,824e3fe991c53cb348d82f7dedc564908deb7bed5b7ee3e73f4391327c6ea32e
5.5.00_to_5.5.01,Bixby110chkdlg.cpp,Bixby110chkdlg.cpp,bixby110checkout::bixby110checkout(),1,same_normalized,0x00402070,0x00402070,1552,1552,824e3fe991c53cb348d82f7dedc564908deb7bed5b7ee3e73f4391327c6ea32e,824e3fe991c53cb348d82f7dedc564908deb7bed5b7ee3e73f4391327c6ea32e
5.5.00_to_5.5.01,Bixby110chkdlg.cpp,Bixby110chkdlg.cpp,"bixby110checkout::writeln(void*, char*)",0,same_normalized,0x00404480,0x00404480,64,64,540e284d78f3f8680248962074b80a33e838918cef7fd3648001daf285acce0c,540e284d78f3f8680248962074b80a33e838918cef7fd3648001daf285acce0c
5.5.00_to_5.5.01,Bixby110chkdlg.cpp,Bixby110chkdlg.cpp,bixby110checkout::~bixby110checkout(),0,same_normalized,0x00402680,0x00402680,1248,1248,c787e9a70c4f63c0c79dc0a06a768be816ec1a2a395070ce0e3385d5a773d7be,c787e9a70c4f63c0c79dc0a06a768be816ec1a2a395070ce0e3385d5a773d7be
5.5.00_to_5.5.01,Bixby110chkdlg.cpp,Bixby110chkdlg.cpp,bixby110checkout::~bixby110checkout(),1,same_normalized,0x00402B60,0x00402B60,1248,1248,c787e9a70c4f63c0c79dc0a06a768be816ec1a2a395070ce0e3385d5a773d7be,c787e9a70c4f63c0c79dc0a06a768be816ec1a2a395070ce0e3385d5a773d7be
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::AppendDataLogLine(char*),0,changed,0x00411200,0x00411200,128,128,068b3a32ef142f680c3da3c7d02c2ba73270f2effd52456325f165e559fcc44b,260335036aceeef976770f2e703d14f8a31368ba650c0dffc643182d1130cfc5
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,"bixby110control::AppendDataLogLine(char*, unsigned char)",0,changed,0x00411190,0x00411190,112,112,1d78625fe12ad0e7ff29090e963192acf62a6b1e43d1aba68621216c4ca33403,4c7d6e5f43184201d835936b6d60283c7b9add3b48ad284ff029fc775a012663
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,"bixby110control::Bixby110Dialog(HINSTANCE__*, int, unsigned char, unsigned char)",0,changed,0x00418020,0x00418340,18448,18608,4eb1d2eccf8ce0de1ef62fa220114925cee6e1f70c7aea08305d46a9b98da1ad,1b23614c031dc4ad8808d83f45001d742dbaf7c685b11dc7a07df8737e06391d
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,"bixby110control::Bixby110DialogSetupButtons(int, int, int, int)",0,changed,0x00417A50,0x00417D70,768,768,02f8612e8098590104b5da7fbf54c13e731f5597c79b3b75ba3ff2b82c069c6e,b601d481a5d4f1b189b11655c8bbab1fa327610115898f80983a2bea5860feb6
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,"bixby110control::Bixby110DialogSetupDebug(int, int, int, int)",0,changed,0x00416790,0x00416AB0,832,832,c0e43ecaf5b36634ccc1dd0510eefd1814b6079956d877c7a192914778ed68f3,09bec2da4cc58fd54da5b662b7f29c4345ef3b81f77df656b547af2dd31fc862
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,"bixby110control::Bixby110DialogSetupFlueMonitor(int, int, int, int)",0,changed,0x00416AD0,0x00416DF0,992,992,ba53a1c2b95a8208aea3a14bd3d52f296d3a1fae038fac1b672867dcba7fc8f4,1e60ea623a4a7dea71149f2b5bb4c6bfd9127c0789bfa586e1aa1511db223240
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,"bixby110control::Bixby110DialogSetupFuelMonitor(HWND__*, int, int, int, int, int)",0,changed,0x00416EB0,0x004171D0,1504,1504,046f435ea72e093ce0dc942b8beb481814db48d649470e9a790d6561203b26b9,fcf73eba581eb5fdfb507ba3675de37fe31efeaa2ac304339393a792cc43f034
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,"bixby110control::Bixby110DialogSetupIndividualization(int, int, int, int)",0,changed,0x00415F50,0x00416270,912,912,6a06b9ece0b6868d5d8fa1b4922d94f328e52274582be04c6ac7a3fad734a343,09c34c5f071f17f5443c6ce7bcf5ceee0e0a13a3812290001c4a2acf00391ea1
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,"bixby110control::Bixby110DialogSetupPanel(int, int, int, int)",0,changed,0x00417D50,0x00418070,368,368,ed96f5b7fb86760cffed08a9a32fd8dccfc9c71ca3809dd3a7f7f6d000238760,768b4f623315352117fb067fced2a0684eab6f047743964f4c731856cd1bd007
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,"bixby110control::Bixby110DialogSetupQuickCal(int, int, int, int)",0,changed,0x004162E0,0x00416600,1200,1200,0dd64d3932d3c9eb99d2ebee9bfde8c9fb11f24af5b8f3bd2a1b6225be53ca53,ea108b5ae2d5da48a8c12dca335b7286e3c67852e98e7b6ee679383ef3aff082
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,"bixby110control::Bixby110DialogSetupTelemetry(int, int, int, int)",0,changed,0x00415D40,0x00416050,528,544,59619252f2f831f1802ec07f9e2b72b80e5d67d942b056abd278d77f47f0a869,659c0fdf7e2dbb5c8735536c107954eca02d441a2d7294604a7ec151fcda6aff
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,"bixby110control::Bixby110DialogSetupUtilityWindowButtons(int, int, int, int)",0,changed,0x00417EC0,0x004181E0,240,240,147a32d2768f4a390cfde46b4f79a21a59f256a6c5a10ddb611cbd3e2436bbb4,072cfed99844a62a4e3924522938434d2054db680c4de48815da6ed6e36ade9a
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::Bixby110DialogSetupUtilityWindows(),0,changed,0x00417490,0x004177B0,1472,1472,40376b82aea7ac0fb5937145fe5f6dd50d27890314969f6144b58e2d271dbacf,a7641791b3abdb1aa5a731a147e02f4aafa0cb37deeeca4e95c5c55cc586631a
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,"bixby110control::Bixby110Initialize(unsigned char, unsigned char)",0,changed,0x004152C0,0x004155D0,384,384,3e77fc86131f593721d81163b583c8b434a76651cf0d39b9e3eca8ac35482403,3f41777b27da5eb7515c2699a1771b122f0409ec354d4d2db5eb5b2e29b49115
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::Bixby110TuneAdjustments(unsigned char),0,changed,0x004149C0,0x00414C50,2304,2432,20d76a9ea4f7884b2fca6dae9f83b7b9eb6655495b9dd7040c105c9f3574ca37,5c67e9eadf637e1e81e2d9a3e281a127717610ae8570990e2d100a0629bca93f
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,"bixby110control::Bixby110UpdateData(char, unsigned char)",0,changed,0x004117F0,0x004118A0,11520,12000,2d72b296bab1c931f18b4d7cb82f0f1df1facfda3c9ff6f2c207b934ccb9c2c6,7d4d51e736798f5eaab8c46f542face5d6589c0ee6bc78c320fb64d5f76022c8
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::BixbyProcessHelpRequest(),0,changed,0x00410480,0x00410480,3344,3344,f772127e1f1423e44eabc75c4cc802ce8df46ae0e4cd4b7392ef32fd0d29f2e7,61474c213e9c57d2d6e04841a5ff61d0b0a52332f44f1e918bb60b29b399fbb2
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,"bixby110control::BixbyWriteRegister(unsigned char, unsigned char, unsigned char)",0,same_normalized,0x00414790,0x00414A20,64,64,455cd8438a95206c38dc6f7d2c8a067eacd32249566b42fc5b60b7bff13b8c70,455cd8438a95206c38dc6f7d2c8a067eacd32249566b42fc5b60b7bff13b8c70
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,"bixby110control::BixbyWriteRegister(unsigned char, unsigned char, unsigned char, unsigned char)",0,changed,0x004144F0,0x00414780,672,672,f9a28835c0f9f2a3c8f6f24e4105c75d911db7c44f18b423e0df849a5555c539,3128beb4c6dbbf302abc3e24f2c39c9cff67012f68ce7427039af5b12ce62b0e
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::DataLogLineAssemblePayload(),0,changed,0x00411340,0x00411340,112,112,9773858016ac2cf7c2bb92f8ca92c14aab3e90e9b9bb159effd1543239f4a237,920b72983291efc8253517f4ef6db3eba1c3027f127debafe09462164b29abd8
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::GenerateReport(char*),0,changed,0x0040F870,0x0040F870,3088,3088,e56a549c615c1b7cd5d3ff3dc1941b8d6e72c004eca68feee965c8ad36dae4ec,b1458d7b40d929d74c5233247ccdd1c8a8c3b28ad7490843d8d70d8f01875bf1
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::GetSelectedAltitude(),0,changed,0x00414820,0x00414AB0,96,96,26ee1b4a821634f866646e5fe6b4820a8997f81a6eba4fb6479ed18f02fb3d97,02f659bb892504001cd6d13c9c847b3e76439db40282b89a4ab21f6eec569686
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::GetSelectedFancurve(),0,changed,0x00414920,0x00414BB0,80,80,3000a9653d41304bdaeec8a1fafdec318abd7bd8862f1daff14727df234eeedb,e3e9ba45a4cab15a7ce6222a0465eb326d72e8fa08418a34c7580eb872ddf43a
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::GetSelectedFeedwheel(),0,changed,0x00414970,0x00414C00,80,80,2a238c6c0cd5566637fada45f49e587e0943e8af85ae89131975da4ad5823d1d,30e9db4dbbc374dadf918aaf52ef627a54f5729c4a88d867d45e4abb50b72915
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::GetSelectedFueltypeA(),0,changed,0x00414880,0x00414B10,80,80,19cf11a2bec44d5a05bcda276303a99352374efe60ecac31d467519b0dcdcb54,596afeefee92641b0bc99382e077de87bb3b3373fa0a63894772e048ddf94121
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::GetSelectedFueltypeB(),0,changed,0x004148D0,0x00414B60,80,80,6b6c5f35aa273a2c67ac3dfc927041ed394ab1573a8ebe60672a2e74193e908c,62602ddab2408aa0fa8fee1979cf9307a0350362672587ed58373a2cd17a84b8
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::GetSelectedModel(),0,changed,0x004147D0,0x00414A60,80,80,89fcb77b2d6ef1f4c6cee7a6d5f4f656a65f3348711be67415816ea1117254fd,07009415d9dbfa5a28eb898cf6e2a1a42274fc1bf951224cdbab2db3611a8303
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::HaveItsMemoryBanksErased(),0,changed,0x00417FB0,0x004182D0,112,112,aedec127a74cb0f7d037835407701aaa467fa769147f0385938102a44510ec81,60685992a0fad99f9ec57481d88e1b9aec45f00114564c5ba21889ea3c9c7c6c
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::LoadReport(char*),0,changed,0x00415440,0x00415750,2304,2304,45bc8bb31dccf843724c4ea9b1f14b95cb855fce157040fc2a8bbeabd70e0363,1a03abe1658302605055aa679170820a031ba55c7ae66ff599ada6e1c53d390b
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::WriteDataLogDescription(),0,changed,0x00411510,0x00411510,736,912,91e5e4356889232177fb061739f9db16e26f9259021c8ceb6a316faa651fe8d6,d4026c4ce87faf1507ddd732afe41358b80641db8e9bd5ca2b04c3b2c1df12eb
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::WriteDataLogLine(),0,changed,0x004113B0,0x004113B0,352,352,de5dc3b060d64ea1dd20cac2245c8f58b687cf578aa3465f0c3d95f770c5aec4,81bbccacfeb090b2b96a6904ef9da585f62a2bdc805183794ece16bd384db95a
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::WriteDataLogTimeDate(),0,changed,0x00411280,0x00411280,192,192,9d5361a8c63f0f6285e47564f6411ba27684d19768caa4ee0f6cfbadb116170f,653a38bf35bc34eca8b144cb9656be46f1482cc666c9c8f369a87cbf50a90e3c
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::bixby110control(),0,changed,0x0040A330,0x0040A330,6192,6192,14d62978bc1dcfa5792f83475e623e6509bfb1ef224ca5608631139a59ed3dbd,062791f7c7a359a504dde18cf9b0ffd43a8cecf5226ac7a55ff885a3d1142ed3
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::bixby110control(),1,changed,0x0040BB60,0x0040BB60,6192,6192,d258548cd4621d1c6a2957dda44988359b7e7dfe25044d1b07f32db7ceb98466,9721fc5f457e95f2a264c961157b904457c3d91dcc6d81f1706406b29a47982d
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,"bixby110control::writeln(void*, char*)",0,same_normalized,0x0040F830,0x0040F830,64,64,540e284d78f3f8680248962074b80a33e838918cef7fd3648001daf285acce0c,540e284d78f3f8680248962074b80a33e838918cef7fd3648001daf285acce0c
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::~bixby110control(),0,changed,0x0040D390,0x0040D390,4688,4688,c179a91981b42610ba35c6ea3c507403a97556325025619bdf23b86535e23594,5a2fa91871e61b14fbabfa9643312940323bb331132ba6f5d14a6de0584ccd33
5.5.00_to_5.5.01,Bixby110dlg.cpp,Bixby110dlg.cpp,bixby110control::~bixby110control(),1,changed,0x0040E5E0,0x0040E5E0,4688,4688,c179a91981b42610ba35c6ea3c507403a97556325025619bdf23b86535e23594,5a2fa91871e61b14fbabfa9643312940323bb331132ba6f5d14a6de0584ccd33
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::AttemptStoveReset(),0,same_normalized,0x0041EC90,0x0041F050,64,64,010bff78b3d85412fb8e711c08e67b56e28161ad12b06ae68ee1595b2b071048,010bff78b3d85412fb8e711c08e67b56e28161ad12b06ae68ee1595b2b071048
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,"bixby110downloader::Bixby110Downloader(HINSTANCE__*, int, char*, unsigned char)",0,same_normalized,0x0041FEB0,0x00420270,4928,4928,a862b1d20ae9884bed0f4fc6b964a6994815deaab0166b9e78b130d76908beb3,a862b1d20ae9884bed0f4fc6b964a6994815deaab0166b9e78b130d76908beb3
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::DownLoad(),0,same_normalized,0x0041F880,0x0041FC40,1280,1280,215882463ae79b117c91d9428f3a5168d0deea97a01145d2af5ff54d46ffa9a2,215882463ae79b117c91d9428f3a5168d0deea97a01145d2af5ff54d46ffa9a2
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::GetStoveVersion(),0,same_normalized,0x0041EA70,0x0041EE30,544,544,83e1b4b3d9928eb70468a73e7058a3cfb38b6313f916c897572884a38b465416,83e1b4b3d9928eb70468a73e7058a3cfb38b6313f916c897572884a38b465416
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::Identify(),0,same_normalized,0x0041FD80,0x00420140,304,304,83631dbe1d228ebef071e62153444a35b73a276652d0325331b61227ed7ee2ad,83631dbe1d228ebef071e62153444a35b73a276652d0325331b61227ed7ee2ad
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::LoadHex(char*),0,same_normalized,0x0041F210,0x0041F5D0,1648,1648,9f1f110e4a90de5a2818859d0a5a1e1d1c797e7165c4baac5f92e71d3ca117c4,9f1f110e4a90de5a2818859d0a5a1e1d1c797e7165c4baac5f92e71d3ca117c4
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::LoadHex_Close(),0,same_normalized,0x0041F1B0,0x0041F570,96,96,f7f402c7e5e9a70b6f898b47d6a3d846df81289a40b7c0514c53a306cedfc429,f7f402c7e5e9a70b6f898b47d6a3d846df81289a40b7c0514c53a306cedfc429
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::LoadHex_Open(char*),0,same_normalized,0x0041EE30,0x0041F1F0,496,496,fb90cfd07aa4491a7916709c793efb24501e27e750e12b03edccb3b64284b7c5,fb90cfd07aa4491a7916709c793efb24501e27e750e12b03edccb3b64284b7c5
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::LoadHex_Read(),0,same_normalized,0x0041F020,0x0041F3E0,400,400,3e072fa192a4ee3fdb66ebbb779f178b97a29c3fcfbbd8767980e132a8048f8c,3e072fa192a4ee3fdb66ebbb779f178b97a29c3fcfbbd8767980e132a8048f8c
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::SendDone(),0,same_normalized,0x0041ECD0,0x0041F090,160,160,5f4c0b22ebde7b1defd9ea351f440199194c31d610e4c8672121f1816b7eb535,5f4c0b22ebde7b1defd9ea351f440199194c31d610e4c8672121f1816b7eb535
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::StatusMessage(char*),0,same_normalized,0x0041EE10,0x0041F1D0,32,32,3ca3637ced4859f9bfc6f3dc511ed5164e36e2e307de427dcb3cf3dfa9def41c,3ca3637ced4859f9bfc6f3dc511ed5164e36e2e307de427dcb3cf3dfa9def41c
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::bixby110downloader(),0,same_normalized,0x0041C830,0x0041CBF0,2272,2272,c03a01cf0a76fd1fbf5bdd577376a5d92f712dffb1c53eac4193298bc1fcf486,c03a01cf0a76fd1fbf5bdd577376a5d92f712dffb1c53eac4193298bc1fcf486
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::bixby110downloader(),1,same_normalized,0x0041D110,0x0041D4D0,2272,2272,c03a01cf0a76fd1fbf5bdd577376a5d92f712dffb1c53eac4193298bc1fcf486,c03a01cf0a76fd1fbf5bdd577376a5d92f712dffb1c53eac4193298bc1fcf486
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::g2x(char*),0,same_normalized,0x0041E7D0,0x0041EB90,144,144,22979bb2702e54311a59e69f168e4cf282b2a30dd40fd5978c1145164ae80447,22979bb2702e54311a59e69f168e4cf282b2a30dd40fd5978c1145164ae80447
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::g4x(char*),0,same_normalized,0x0041E860,0x0041EC20,320,320,dc7c1249900394eb58b90941c1dff8cd013f63a143ca88e516702bf00c83ed15,dc7c1249900394eb58b90941c1dff8cd013f63a143ca88e516702bf00c83ed15
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::getbyte(unsigned char*),0,same_normalized,0x0041E9F0,0x0041EDB0,80,80,2c21401f197131846a1571e11cf64133fe06f8d674ed0fbcdb3161c8145c82f5,2c21401f197131846a1571e11cf64133fe06f8d674ed0fbcdb3161c8145c82f5
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,"bixby110downloader::getbyte(unsigned char, unsigned char*)",0,same_normalized,0x0041E9A0,0x0041ED60,80,80,6f6463e2823deb44614cd268dc49dd77e34b13fd04fbaea708d30a3653bc1f04,6f6463e2823deb44614cd268dc49dd77e34b13fd04fbaea708d30a3653bc1f04
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::gx(char),0,same_normalized,0x0041E790,0x0041EB50,64,64,80372ed0b720abc18885fdbea898ea6a25555ef534d03326ddfdff4376f6cc24,80372ed0b720abc18885fdbea898ea6a25555ef534d03326ddfdff4376f6cc24
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::sendbyte(char),0,same_normalized,0x0041EA40,0x0041EE00,48,48,9330dd5c6b79d1871a78cd0466bcb2cd0ff5001096937d4302d91c10bea5dc89,9330dd5c6b79d1871a78cd0466bcb2cd0ff5001096937d4302d91c10bea5dc89
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::~bixby110downloader(),0,same_normalized,0x0041D9F0,0x0041DDB0,1744,1744,04866ccb1226323cd3999fda9ea4ca289bf4c6958015d21a645561cb958d35ee,04866ccb1226323cd3999fda9ea4ca289bf4c6958015d21a645561cb958d35ee
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::~bixby110downloader(),1,same_normalized,0x0041E0C0,0x0041E480,1744,1744,04866ccb1226323cd3999fda9ea4ca289bf4c6958015d21a645561cb958d35ee,04866ccb1226323cd3999fda9ea4ca289bf4c6958015d21a645561cb958d35ee
5.5.00_to_5.5.01,Bixby110DataElements.cpp,Bixby110DataElements.cpp,bixby110io::CalculateChecksum(unsigned char),0,same_normalized,0x0040A010,0x0040A010,432,432,4c648c9c46c895edbd88b14dd61b254c4ff6dfcabeff7c1198407f3822469fc4,4c648c9c46c895edbd88b14dd61b254c4ff6dfcabeff7c1198407f3822469fc4
5.5.00_to_5.5.01,Bixby110DataElements.cpp,Bixby110DataElements.cpp,bixby110io::CollectResponse(),0,same_normalized,0x00409690,0x00409690,96,96,fd6e9eba4e5591cd191a83928ff483e0acfd1b80f8952a951588bd6f5cc6b608,fd6e9eba4e5591cd191a83928ff483e0acfd1b80f8952a951588bd6f5cc6b608
