version,file_offset,matched_terms,string
5.0.21,0x0003EB0C,serial,Too many files for this serial number; range is 01 to 99.
5.0.21,0x00053519,downloader,Bixby_02060021_Downloader.hex
5.0.21,0x0005357F,downloader,Downloader
5.0.21,0x00053698,downloader,COM %d: Bixby Energy Model 110 / 115 Downloader 1.4
5.0.21,0x000536E7,checksum,Checksum
5.0.21,0x00053760,igniter,"Unplug stove, unplug igniters, select 'Use internal firmware' or 'Load' for a new firmware file"
5.0.21,0x000537EC,stove software,Stove software .hex file
5.0.21,0x0005385C,igniter,Download process completed. Plug the igniters back in
5.0.21,0x00053A86,checkout,Checkout 5.0
5.0.21,0x00053A93,downloader,Downloader 1.4
5.0.21,0x00053AA8,bixcheck,About BixCheck
5.0.21,0x00053AB8,checkout,"Bixby Energy Systems stove Monitor, Checkout,"
5.0.21,0x00053AE6,downloader,and Downloader interface.
5.0.21,0x00053B38,stove software,"Use stove software 02.06, database version 05."
5.0.21,0x00053BA8,stove software,Make sure the stove software version
5.0.21,0x00063093,checkout,__ZN16bixby110checkoutC2Ev
5.0.21,0x000630AE,checkout,__ZN16bixby110checkoutC1Ev
5.0.21,0x000630C9,checkout,__ZN16bixby110checkoutD2Ev
5.0.21,0x000630E4,checkout,__ZN16bixby110checkoutD1Ev
5.0.21,0x000630FF,checkout,__ZN16bixby110checkout7ChkStopEv
5.0.21,0x00063120,checkout,__ZN16bixby110checkout21SendInteractiveActionEi
5.0.21,0x00063150,checkout,__ZN16bixby110checkout21ReadInteractiveResultEi
5.0.21,0x00063180,checkout,__ZN16bixby110checkout24AnalyzeInteractiveResultEi
5.0.21,0x000631B3,checkout,__ZN16bixby110checkout19SendAutomaticActionEi
5.0.21,0x000631E1,checkout,__ZN16bixby110checkout13IterativeReadEjhh
5.0.21,0x0006320B,checkout,__ZN16bixby110checkout13IterativeScanEjhj
5.0.21,0x00063235,checkout,__ZN16bixby110checkout19ReadAutomaticResultEi
5.0.21,0x00063263,checkout,__ZN16bixby110checkout7writelnEPvPc
5.0.21,0x00063287,checkout,__ZN16bixby110checkout14GenerateReportEv
5.0.21,0x000632B0,checkout,__ZN16bixby110checkout18Bixby110UpdateDataEv
5.0.21,0x000632DD,checkout,__ZN16bixby110checkout37Bixby110SetupCheckoutInteractiveTestsEiiii
5.0.21,0x00063320,checkout,__ZN16bixby110checkout35Bixby110SetupCheckoutAutomaticTestsEiiii
5.0.21,0x00063361,checkout,__ZN16bixby110checkout42Bixby110SetupCheckoutIndividualizationDataEiiii
5.0.21,0x000633A9,checkout,__ZN16bixby110checkout16Bixby110CheckoutEP11HINSTANCE__i
5.0.21,0x000633E2,checkout,__ZN16bixby110checkout22AnalyzeAutomaticResultEi
5.0.21,0x000638D4,checksum,__ZN10bixby110io17CalculateChecksumEh
5.0.21,0x0006392B,telemetry,__GLOBAL__I_Bixby110TelemetryData
5.0.21,0x0006394D,telemetry,__GLOBAL__D_Bixby110TelemetryData
5.0.21,0x00063988,checksum,_HELP_ADJUSTMENT_CHECKSUM
5.0.21,0x00063B6F,telemetry,_HELP_UTILITY_TELEMETRY
5.0.21,0x00063C32,telemetry,_HELP_WINDOW_TELEMETRY
5.0.21,0x00064088,telemetry,__ZN15bixby110control28Bixby110DialogSetupTelemetryEiiii
5.0.21,0x00064310,downloader,__ZN18bixby110downloaderC2Ev
5.0.21,0x0006432D,downloader,__ZN18bixby110downloaderC1Ev
5.0.21,0x0006434A,downloader,__ZN18bixby110downloaderD2Ev
5.0.21,0x00064367,downloader,__ZN18bixby110downloaderD1Ev
5.0.21,0x00064384,downloader,__ZN18bixby110downloader2gxEc
5.0.21,0x000643A2,downloader,__ZN18bixby110downloader3g2xEPc
5.0.21,0x000643C2,downloader,__ZN18bixby110downloader3g4xEPc
5.0.21,0x000643E2,downloader,__ZN18bixby110downloader7getbyteEhPh
5.0.21,0x00064407,downloader,__ZN18bixby110downloader7getbyteEPh
5.0.21,0x0006442B,downloader,__ZN18bixby110downloader8sendbyteEc
5.0.21,0x0006444F,downloader,__ZN18bixby110downloader15GetStoveVersionEv
5.0.21,0x0006447B,downloader,__ZN18bixby110downloader17AttemptStoveResetEv
5.0.21,0x000644A9,downloader,__ZN18bixby110downloader8SendDoneEv
5.0.21,0x000644E6,downloader,__ZN18bixby110downloader12LoadHex_OpenEPc
5.0.21,0x00064510,downloader,__ZN18bixby110downloader12LoadHex_ReadEv
5.0.21,0x00064539,downloader,__ZN18bixby110downloader13LoadHex_CloseEv
5.0.21,0x00064563,downloader,__ZN18bixby110downloader7LoadHexEPc
5.0.21,0x00064587,downloader,__ZN18bixby110downloader8DownLoadEv
5.0.21,0x000645AB,downloader,__ZN18bixby110downloader8IdentifyEv
5.0.21,0x000645CF,downloader,__ZN18bixby110downloader18Bixby110DownloaderEP11HINSTANCE__iPc
5.0.21,0x0006460E,downloader,__ZN18bixby110downloader13StatusMessageEPc
5.0.21,0x00064639,downloader,Bixby110Downloader.cpp
5.0.21,0x0006ADCE,checkout,_Bixby110AutomaticCheckoutTests
5.0.21,0x0006B092,telemetry,_Bixby110TelemetryData
5.0.21,0x0006B691,checkout,_Bixby110InteractiveCheckoutTests
5.0.21,0x0006B895,checkout,_cp_checkout
